wish you can disable wallpaper or use one you want,f
great for u tube and if u have netflix.,f
good mirror but need to have a build in local casting feature.,f
google cast,f
bring back miracast.,f
bring back miracast.,f
i can t seem to add new photo album to my backdrop. i still have the two i selected but how do i add more? it used to give me album choices. now i just get account choices?,f
add the ability to stream the same content across all chromecast device without used a pc. secondly add a hd fm tuner to future device,f
google cast,f
but wish it be easier to connect to with other s. thank you,f
google cast,f
its google castyep,f
google cast,f
wish there be more support. but work very well.,f
you need to remove the wi fi need option because i use hotspot,f
but we need still improvement to support cast content through mobile which be available in mobile no link with the wifi.,f
can u please make the chromecast doungle the smaller one to cast audio also rest be good!!,f
please add the ability to be able to move the to the sdcard. thank you,f
when be works it works! i wish all video s have the google cast capabilities.,f
one of google s best creation,f
but doesn t seem to work well with hbo now. it know when show be available on hbo and recommend hbo go but not the standalone hbo now.,f
bye bye cable,f
